time,rid,tid,rssi,distance
49:57.5,180174,18010553,81,6
49:59.8,180174,18010553,82,6
50:02.0,180174,18010741,93,6
50:08.5,180174,18010553,82,6
50:13.6,180174,18010553,82,6
50:15.8,180174,18010553,82,6
50:20.6,180174,18010553,82,6
50:26.6,180174,18010553,82,6
50:28.6,180174,18010741,94,6
50:35.2,180174,18010553,82,6
50:43.2,180174,18010553,81,6
50:46.7,180174,18010741,94,6
50:48.2,180174,18010553,82,6
50:51.2,180174,18010741,93,6
51:01.0,180174,18010553,84,6
51:07.1,180174,18010804,96,6
51:11.6,180174,18010553,84,6
51:15.6,180174,18010741,94,6
51:17.9,180174,18010741,95,6
51:24.4,180174,18010553,79,6
51:32.9,180174,18010553,84,6
51:34.9,180174,18010553,84,6
51:37.2,180174,18010553,83,6
51:53.8,180174,18010553,84,6
51:56.1,180174,18010553,87,6
51:58.1,180174,18010553,84,6
52:00.1,180174,18010553,84,6
52:08.9,180174,18010553,84,6
52:12.9,180174,18010553,83,6
52:14.9,180174,18010553,84,6
52:34.5,180174,18010553,84,6
52:36.5,180174,18010553,84,6
52:46.3,180174,18010553,84,6
53:05.4,180174,18010553,84,6
53:12.9,180174,18010553,84,6
53:17.2,180174,18010553,84,6
53:26.8,180174,18010553,84,6
53:31.6,180174,18010741,93,6
53:46.2,180174,18010553,84,6
53:50.4,180174,18010741,94,6
53:51.4,180174,18010804,98,6
53:55.9,180174,18010553,84,6
54:08.0,180174,18010553,84,6
54:12.8,180174,18010553,84,6
54:20.9,180174,18010553,84,6
54:22.1,180174,18010553,84,6
54:32.4,180174,18010553,84,6
54:38.2,180174,18010553,85,6
54:48.0,180174,18010741,93,6
54:56.1,180174,18010553,84,6
54:58.8,180174,18010553,84,6
55:12.1,180174,18010804,98,6
55:14.9,180174,18010553,84,6
55:21.7,180174,18010741,94,6
55:25.2,180174,18010553,84,6
55:26.5,180174,18010553,84,6
55:30.5,180174,18010741,94,6
55:37.3,180174,18010553,83,6
55:39.6,180174,18010553,83,6
55:41.6,180174,18010553,84,6
55:43.6,180174,18010553,84,6
55:53.1,180174,18010553,84,6
55:56.9,180174,18010741,92,6
55:59.6,180174,18010553,82,6
56:02.6,180174,18010741,95,6
56:07.4,180174,18010553,83,6
56:10.2,180174,18010553,82,6
56:16.7,180174,18010741,96,6
56:27.8,180174,18010553,83,6
56:32.8,180174,18010553,84,6
56:38.1,180174,18010741,94,6
56:40.8,180174,18010741,94,6
56:53.2,180174,18010741,94,6
56:55.4,180174,18010553,84,6
57:01.9,180174,18010741,94,6
57:06.4,180174,18010553,84,6
57:10.2,180174,18010553,83,6
57:11.5,180174,18010553,82,6
57:14.5,180174,18010553,83,6
57:17.6,180174,18010741,94,6
57:19.7,180174,18010553,81,6
57:21.2,180174,18010553,82,6
57:27.3,180174,18010553,82,6
57:29.0,180174,18010553,83,6
57:33.1,180174,18010553,82,6
57:45.6,180174,18010553,82,6
57:48.9,180174,18010741,93,6
57:54.2,180174,18010741,91,6
57:55.4,180174,18010553,82,6
57:56.9,180174,18010553,82,6
57:58.2,180174,18010553,82,6
58:00.9,180174,18010553,82,6
58:11.8,180174,18010553,82,6
58:17.8,180174,18010553,82,6
58:23.8,180174,18010553,81,6
58:27.8,180174,18010553,82,6
58:30.6,180174,18010553,82,6
58:31.8,180174,18010741,91,6
58:36.4,180174,18010741,93,6
58:38.1,180174,18010553,82,6
58:39.4,180174,18010553,82,6
58:45.9,180174,18010553,83,6
58:47.4,180174,18010741,91,6
58:49.9,180174,18010553,82,6
58:52.7,180174,18010553,82,6
58:59.7,180174,18010741,92,6
59:02.9,180174,18010741,91,6
59:03.6,180174,18010553,82,6
59:06.1,180174,18010741,92,6
59:09.3,180174,18010741,91,6
59:12.5,180174,18010741,92,6
59:18.3,180174,18010553,82,6
59:19.8,180174,18010553,82,6
59:23.1,180174,18010553,82,6
59:28.6,180174,18010741,91,6
59:30.6,180174,18010741,92,6
59:34.1,180174,18010741,91,6
59:37.1,180174,18010741,91,6
59:41.5,180174,18010553,82,6
59:43.7,180174,18010553,83,6
59:57.8,180174,18010553,83,6
00:03.0,180174,18010741,94,6
00:04.3,180174,18010553,83,6
00:06.5,180174,18010553,84,6
00:08.6,180174,18010553,83,6
00:11.8,180174,18010553,83,6
00:15.8,180174,18010553,83,6
00:20.1,180174,18010553,83,6
00:27.6,180174,18010553,83,6
00:28.6,180174,18010741,93,6
00:32.9,180174,18010741,92,6
00:33.9,180174,18010741,94,6
00:39.7,180174,18010553,84,6
00:48.5,180174,18010741,94,6
00:52.5,180174,18010553,83,6
00:55.8,180174,18010741,95,6
00:59.0,180174,18010741,94,6
01:07.6,180174,18010553,83,6
01:10.4,180174,18010553,84,6
01:12.2,180174,18010553,83,6
01:17.4,180174,18010553,83,6
01:19.7,180174,18010553,82,6
01:23.5,180174,18010553,82,6
01:33.8,180174,18010553,82,6
01:47.6,180174,18010553,83,6
01:50.7,180174,18010741,91,6
01:51.6,180174,18010741,92,6
01:54.6,180174,18010741,93,6
02:01.2,180174,18010553,82,6
02:06.7,180174,18010553,82,6
02:15.0,180174,18010741,94,6
02:18.8,180174,18010553,82,6
02:30.3,180174,18010741,93,6
02:32.6,180174,18010553,83,6
02:34.6,180174,18010553,83,6
02:35.8,180174,18010741,92,6
02:42.4,180174,18010553,83,6
02:52.7,180174,18010553,82,6
02:59.2,180174,18010741,93,6
03:01.2,180174,18010553,82,6
03:05.6,180174,18010741,93,6
03:12.3,180174,18010553,82,6
03:24.3,180174,18010741,94,6
03:25.5,180174,18010553,82,6
03:29.7,180174,18010553,82,6
03:38.9,180174,18010741,93,6
03:41.3,180174,18010553,82,6
03:43.6,180174,18010553,82,6
03:51.4,180174,18010553,82,6
03:53.0,180174,18010553,83,6
03:54.2,180174,18010553,82,6
03:56.0,180174,18010741,94,6
03:59.2,180174,18010741,92,6
04:03.8,180174,18010553,82,6
04:06.3,180174,18010741,93,6
04:07.0,180174,18010741,93,6
04:13.8,180174,18010553,83,6
04:19.4,180174,18010553,82,6
04:20.9,180174,18010553,82,6
04:23.0,180174,18010741,94,6
04:27.9,180174,18010804,96,6
04:32.7,180174,18010553,86,6
04:39.0,180174,18010741,80,6
04:45.0,180174,18010741,89,6
05:13.6,180174,18010741,89,7
05:15.1,180174,18010741,90,7
05:37.2,180174,18010741,89,7
05:50.0,180174,18010741,89,7
05:59.1,180174,18010741,89,7
06:16.7,180174,18010741,89,7
06:36.8,180174,18010741,91,7
06:49.4,180174,18010741,90,7
06:55.7,180174,18010741,91,7
07:06.4,180174,18010741,89,7
07:32.8,180174,18010553,97,7
07:35.1,180174,18010553,97,7
07:41.3,180174,18010741,90,7
07:43.4,180174,18010741,90,7
07:47.5,180174,18010741,91,7
08:07.7,180174,18010741,90,7
08:12.7,180174,18010741,91,7
08:24.5,180174,18010741,91,7
08:36.6,180174,18010741,91,7
08:59.9,180174,18010741,91,7
09:06.0,180174,18010741,91,7
09:07.7,180174,18010741,90,7
09:13.0,180174,18010553,93,7
09:29.3,180174,18010741,91,7
09:37.6,180174,18010741,91,7
09:42.4,180174,18010741,91,7
09:52.7,180174,18010741,93,7
10:03.0,180174,18010741,91,7
10:08.0,180174,18010741,90,7
10:12.3,180174,18010741,90,7
10:19.6,180174,18010741,91,7
10:29.3,180174,18010741,91,7
10:33.4,180174,18010741,91,7
10:43.2,180174,18010553,96,7
10:44.9,180174,18010741,91,7
10:47.7,180174,18010741,92,7
10:53.2,180174,18010741,91,7
11:02.3,180174,18010741,91,7
11:04.5,180174,18010741,91,7
11:39.7,180174,18010741,91,7
11:46.5,180174,18010741,91,7
11:59.0,180174,18010741,91,7
12:06.1,180174,18010741,91,7
12:41.7,180174,18010741,91,7
13:09.1,180174,18010741,89,7
13:16.7,180174,18010553,96,7
13:20.9,180174,18010741,91,7
13:23.9,180174,18010741,90,7
13:44.8,180174,18010741,91,7
13:52.1,180174,18010553,95,7
13:56.1,180174,18010741,90,7
13:58.3,180174,18010553,96,7
14:09.1,180174,18010741,91,7
14:10.7,180174,18010741,91,7
14:14.9,180174,18010741,91,7
14:19.7,180174,18010741,91,7
14:25.4,180174,18010741,91,7
14:32.5,180174,18010741,91,7
14:34.7,180174,18010741,91,7
14:39.8,180174,18010741,94,7
14:43.5,180174,18010741,91,7
14:52.6,180174,18010553,96,7
14:56.6,180174,18010553,94,7
15:04.7,180174,18010741,93,7
15:07.9,180174,18010741,91,7
15:14.9,180174,18010741,92,7
15:46.1,180174,18010741,90,7
16:09.0,180174,18010741,91,7
17:12.8,180174,18010741,91,7
17:28.1,180174,18010741,92,7
17:35.1,180174,18010553,96,7
18:19.0,180174,18010741,91,7
18:37.1,180174,18010741,91,7
18:45.9,180174,18010741,94,7
18:49.4,180174,18010741,92,7
19:08.8,180174,18010741,92,7
19:46.7,180174,18010741,91,7
20:00.0,180174,18010553,95,7
20:19.6,180174,18010741,89,7
20:43.4,180174,18010553,97,7
20:54.5,180174,18010741,91,7
21:12.5,180174,18010741,91,7
21:16.8,180174,18010741,92,7
21:21.6,180174,18010741,91,7
21:23.9,180174,18010741,94,7
21:25.4,180174,18010553,95,7
21:31.2,180174,18010741,91,7
21:37.9,180174,18010741,94,7
22:04.1,180174,18010553,96,7
22:30.2,180174,18010741,89,7
23:01.0,180174,18010741,91,7
23:02.2,180174,18010741,91,7
23:04.3,180174,18010741,91,7
23:06.3,180174,18010741,82,7
23:29.4,180174,18010553,87,8
23:31.4,180174,18010741,82,8
23:32.0,180174,18010741,82,8
23:33.2,180174,18010741,81,8
23:34.3,180174,18010741,81,8
23:37.7,180174,18010553,87,8
23:38.3,180174,18010741,82,8
23:40.6,180174,18010553,88,8
23:41.8,180174,18010553,87,8
23:43.7,180174,18010741,81,8
23:44.4,180174,18010741,81,8
23:46.4,180174,18010553,87,8
23:47.7,180174,18010741,82,8
23:49.5,180174,18010553,87,8
23:51.6,180174,18010553,87,8
23:52.2,180174,18010553,88,8
23:52.9,180174,18010741,81,8
23:53.6,180174,18010741,81,8
23:54.8,180174,18010741,81,8
23:57.1,180174,18010741,82,8
23:59.4,180174,18010741,82,8
24:01.6,180174,18010741,82,8
24:02.8,180174,18010741,81,8
24:03.5,180174,18010741,81,8
24:12.5,180174,18010741,81,8
24:16.8,180174,18010741,82,8
24:17.8,180174,18010553,87,8
24:18.7,180174,18010553,87,8
24:19.5,180174,18010741,81,8
24:20.7,180174,18010741,82,8
24:22.8,180174,18010741,82,8
24:24.0,180174,18010741,81,8
24:30.6,180174,18010741,81,8
24:34.5,180174,18010741,81,8
24:42.1,180174,18010553,87,8
24:47.6,180174,18010741,81,8
24:49.4,180174,18010741,82,8
24:50.4,180174,18010741,82,8
24:52.9,180174,18010741,82,8
24:55.9,180174,18010553,88,8
24:57.0,180174,18010553,87,8
24:58.9,180174,18010553,87,8
25:03.2,180174,18010553,87,8
25:07.0,180174,18010741,82,8
25:10.2,180174,18010553,86,8
25:12.7,180174,18010741,81,8
25:13.7,180174,18010741,82,8
25:15.3,180174,18010741,82,8
25:17.3,180174,18010553,88,8
25:19.5,180174,18010741,82,8
25:27.8,180174,18010741,82,8
25:28.6,180174,18010553,87,8
25:33.8,180174,18010741,82,8
25:36.8,180174,18010741,82,8
25:41.1,180174,18010741,81,8
25:44.6,180174,18010553,87,8
25:45.9,180174,18010741,82,8
25:49.6,180174,18010553,87,8
25:55.2,180174,18010741,82,8
25:56.7,180174,18010741,81,8
25:58.9,180174,18010741,81,8
25:59.9,180174,18010741,82,8
26:01.2,180174,18010741,82,8
26:05.7,180174,18010741,82,8
26:08.2,180174,18010741,81,8
26:10.5,180174,18010741,81,8
26:14.5,180174,18010553,87,8
26:15.5,180174,18010553,87,8
26:24.5,180174,18010741,82,8
26:26.3,180174,18010741,81,8
26:28.6,180174,18010741,82,8
26:29.6,180174,18010741,81,8
26:31.6,180174,18010741,82,8
26:33.1,180174,18010741,81,8
26:39.1,180174,18010741,82,8
26:44.7,180174,18010553,87,8
26:47.7,180174,18010741,82,8
26:51.6,180174,18010741,82,8
26:52.4,180174,18010741,81,8
26:55.4,180174,18010741,81,8
27:00.2,180174,18010553,86,8
27:01.3,180174,18010553,89,8
27:05.2,180174,18010553,87,8
27:07.3,180174,18010553,87,8
27:08.5,180174,18010741,82,8
27:16.0,180174,18010553,87,8
27:18.0,180174,18010741,82,8
27:21.0,180174,18010741,82,8
27:24.0,180174,18010741,81,8
27:26.3,180174,18010741,81,8
27:28.3,180174,18010553,87,8
27:30.8,180174,18010741,82,8
27:35.1,180174,18010741,82,8
27:41.1,180174,18010741,80,8
27:43.6,180174,18010553,87,8
27:46.6,180174,18010741,81,8
27:49.6,180174,18010741,82,8
27:57.4,180174,18010741,81,8
27:58.4,180174,18010553,87,8
28:02.7,180174,18010553,87,8
28:09.0,180174,18010741,81,8
28:09.8,180174,18010741,82,8
28:11.2,180174,18010553,85,8
28:13.0,180174,18010741,82,8
28:15.3,180174,18010741,82,8
28:16.5,180174,18010741,82,8
28:20.1,180174,18010741,82,8
28:23.8,180174,18010741,82,8
28:33.9,180174,18010553,87,8
28:35.1,180174,18010553,87,8
28:38.4,180174,18010553,87,8
28:40.9,180174,18010553,87,8
28:43.3,180174,18010741,82,8
28:49.1,180174,18010741,84,8
28:55.6,180174,18010741,82,8
29:00.1,180174,18010741,82,8
29:01.3,180174,18010741,82,8
29:03.3,180174,18010741,81,8
29:08.7,180174,18010741,82,8
29:09.3,180174,18010553,87,8
29:10.2,180174,18010553,88,8
29:11.0,180174,18010553,87,8
29:18.4,180174,18010553,87,8
29:19.9,180174,18010741,82,8
29:21.9,180174,18010741,81,8
29:23.2,180174,18010741,82,8
29:25.5,180174,18010741,81,8
29:27.9,180174,18010741,82,8
29:30.4,180174,18010553,87,8
29:32.5,180174,18010553,87,8
29:35.7,180174,18010741,82,8
29:38.7,180174,18010553,87,8
29:40.0,180174,18010553,88,8
29:41.0,180174,18010741,82,8
29:42.0,180174,18010553,88,8
29:43.8,180174,18010741,81,8
29:45.2,180174,18010741,82,8
29:47.5,180174,18010741,81,8
29:54.5,180174,18010741,82,8
29:57.3,180174,18010741,82,8
29:59.8,180174,18010741,81,8
30:02.1,180174,18010553,87,8
30:08.1,180174,18010553,87,8
30:10.1,180174,18010553,87,8
30:16.1,180174,18010741,81,8
30:22.1,180174,18010741,82,8
30:27.1,180174,18010741,81,8
30:27.6,180174,18010741,81,8
30:30.6,180174,18010741,81,8
30:39.1,180174,18010741,82,8
30:41.4,180174,18010741,81,8
30:42.7,180174,18010741,82,8
30:51.0,180174,18010553,87,8
30:55.9,180174,18010553,87,8
30:57.8,180174,18010553,87,8
31:01.1,180174,18010553,89,8
31:04.1,180174,18010741,82,8
31:06.1,180174,18010741,81,8
31:16.2,180174,18010553,87,8
31:17.9,180174,18010553,87,8
31:20.1,180174,18010553,87,8
31:21.9,180174,18010741,82,8
31:23.9,180174,18010741,81,8
31:26.9,180174,18010553,87,8
31:29.2,180174,18010741,81,8
31:31.2,180174,18010741,82,8
31:35.2,180174,18010553,88,8
31:36.4,180174,18010553,87,8
31:39.2,180174,18010553,87,8
31:43.0,180174,18010741,82,8
31:45.0,180174,18010553,87,8
31:46.0,180174,18010741,82,8
31:50.2,180174,18010741,82,8
31:52.9,180174,18010741,81,8
31:55.3,180174,18010553,86,8
32:01.4,180174,18010741,81,8
32:04.9,180174,18010741,83,8
32:06.9,180174,18010553,87,8
32:10.2,180174,18010553,88,8
32:11.0,180174,18010553,87,8
32:12.2,180174,18010553,87,8
32:17.3,180174,18010553,87,8
32:21.8,180174,18010741,83,8
32:22.8,180174,18010741,81,8
32:25.3,180174,18010553,87,8
32:27.5,180174,18010741,81,8
32:32.1,180174,18010741,81,8
32:35.8,180174,18010741,82,8
32:38.9,180174,18010553,87,8
32:44.9,180174,18010553,87,8
32:46.1,180174,18010741,81,8
32:47.1,180174,18010741,81,8
32:51.4,180174,18010741,81,8
32:53.9,180174,18010741,82,8
32:59.4,180174,18010741,81,8
33:00.4,180174,18010741,81,8
33:01.2,180174,18010741,82,8
33:06.5,180174,18010553,87,8
33:11.2,180174,18010553,87,8
33:14.3,180174,18010553,87,8
33:16.7,180174,18010741,82,8
33:24.5,180174,18010741,81,8
33:26.8,180174,18010553,86,8
33:28.8,180174,18010553,87,8
33:30.3,180174,18010741,81,8
33:32.5,180174,18010553,87,8
33:36.6,180174,18010553,87,8
33:39.6,180174,18010741,82,8
33:45.0,180174,18010741,82,8
33:45.9,180174,18010741,82,8
33:47.1,180174,18010553,87,8
33:52.2,180174,18010741,81,8
33:54.6,180174,18010741,82,8
33:58.9,180174,18010741,82,8
34:00.2,180174,18010741,81,8
34:04.3,180174,18010741,82,8
34:05.0,180174,18010741,81,8
34:07.4,180174,18010553,87,8
34:08.4,180174,18010553,88,8
34:12.3,180174,18010741,82,8
34:14.6,180174,18010553,87,8
34:16.3,180174,18010553,87,8
34:20.5,180174,18010741,82,8
34:23.6,180174,18010553,87,8
34:28.1,180174,18010741,82,8
34:29.6,180174,18010741,81,8
34:32.6,180174,18010741,81,8
34:33.6,180174,18010553,87,8
34:36.6,180174,18010741,82,8
34:37.6,180174,18010553,87,8
34:39.8,180174,18010553,87,8
34:48.2,180174,18010553,87,8
34:49.1,180174,18010553,87,8
34:51.1,180174,18010553,88,8
34:56.9,180174,18010553,88,8
34:57.6,180174,18010553,87,8
35:00.5,180174,18010741,82,8
35:02.6,180174,18010741,82,8
35:05.8,180174,18010741,82,8
35:06.7,180174,18010553,87,8
35:09.0,180174,18010553,87,8
35:11.0,180174,18010741,80,8
35:12.0,180174,18010741,82,8
35:19.5,180174,18010553,87,8
35:21.8,180174,18010553,88,8
35:27.1,180174,18010741,82,8
35:29.3,180174,18010741,81,8
35:30.4,180174,18010741,82,8
35:31.4,180174,18010741,84,8
35:32.9,180174,18010741,82,8
35:34.1,180174,18010553,87,8
35:36.0,180174,18010741,82,8
35:40.1,180174,18010553,87,8
35:43.4,180174,18010553,87,8
35:44.4,180174,18010553,87,8
35:50.6,180174,18010553,91,8
35:53.0,180174,18010741,87,8
35:55.7,180174,18010553,86,8
35:57.2,180174,18010553,88,8
36:00.0,180174,18010741,82,8
36:01.3,180174,18010741,82,8
36:02.0,180174,18010741,82,8
36:04.3,180174,18010741,82,8
36:06.5,180174,18010741,81,8
36:07.3,180174,18010741,82,8
36:07.9,180174,18010741,82,8
36:09.3,180174,18010553,87,8
36:12.0,180174,18010741,82,8
36:13.5,180174,18010741,82,8
36:14.8,180174,18010553,87,8
36:16.8,180174,18010741,82,8
36:18.9,180174,18010741,81,8
36:21.9,180174,18010553,88,8
36:22.8,180174,18010741,82,8
36:24.1,180174,18010741,82,8
36:26.1,180174,18010741,82,8
36:27.1,180174,18010553,87,8
36:28.1,180174,18010553,87,8
36:29.3,180174,18010553,87,8
36:31.6,180174,18010553,88,8
36:36.6,180174,18010553,87,8
36:37.9,180174,18010553,88,8
36:40.7,180174,18010741,82,8
36:46.3,180174,18010553,86,8
36:47.7,180174,18010741,82,8
36:49.4,180174,18010741,82,8
36:50.7,180174,18010804,98,8
36:53.5,180174,18010741,82,8
36:56.0,180174,18010804,98,8
36:57.2,180174,18010741,81,8
36:58.2,180174,18010741,81,8
37:01.0,180174,18010741,81,8
37:03.9,180174,18010553,87,8
37:04.5,180174,18010553,87,8
37:06.0,180174,18010741,82,8
37:08.5,180174,18010741,82,8
37:11.3,180174,18010741,82,8
37:12.6,180174,18010553,87,8
37:14.9,180174,18010553,87,8
37:16.6,180174,18010553,87,8
37:21.9,180174,18010553,89,8
37:23.4,180174,18010741,81,8
37:25.7,180174,18010741,81,8
37:34.0,180174,18010553,87,8
37:36.4,180174,18010741,82,8
37:38.5,180174,18010741,82,8
37:39.8,180174,18010553,87,8
37:41.6,180174,18010741,82,8
37:42.8,180174,18010553,87,8
37:45.0,180174,18010741,82,8
37:52.1,180174,18010553,88,8
37:54.1,180174,18010553,87,8
37:59.3,180174,18010553,87,8
38:00.3,180174,18010553,87,8
38:01.5,180174,18010553,87,8
38:02.9,180174,18010741,82,8
38:04.4,180174,18010741,82,8
38:08.5,180174,18010741,82,8
38:09.7,180174,18010741,80,8
38:11.7,180174,18010741,82,8
38:12.7,180174,18010741,82,8
38:15.9,180174,18010741,81,8
38:18.2,180174,18010553,87,8
38:20.2,180174,18010553,87,8
38:21.2,180174,18010553,87,8
38:22.5,180174,18010553,86,8
38:23.7,180174,18010553,87,8
38:25.6,180174,18010553,87,8
38:27.0,180174,18010741,81,8
38:28.3,180174,18010741,82,8
38:32.9,180174,18010741,81,8
38:34.3,180174,18010741,81,8
38:38.6,180174,18010553,87,8
38:39.5,180174,18010553,87,8
38:42.0,180174,18010553,88,8
38:50.0,180174,18010553,87,8
38:51.9,180174,18010741,82,8
38:53.1,180174,18010741,82,8
38:55.3,180174,18010741,82,8
38:59.6,180174,18010741,81,8
39:00.5,180174,18010741,81,8
39:02.8,180174,18010553,86,8
39:10.7,180174,18010741,81,8
39:11.9,180174,18010553,87,8
39:13.8,180174,18010553,87,8
39:15.5,180174,18010741,81,8
39:16.5,180174,18010553,87,8
39:19.8,180174,18010553,87,8
39:25.8,180174,18010553,87,8
39:27.1,180174,18010553,87,8
39:29.6,180174,18010741,82,8
39:31.3,180174,18010741,82,8
39:32.3,180174,18010741,81,8
39:33.3,180174,18010741,81,8
39:34.6,180174,18010741,82,8
39:39.0,180174,18010741,81,8
39:39.7,180174,18010741,81,8
39:41.1,180174,18010553,87,8
39:42.1,180174,18010553,87,8
39:44.2,180174,18010553,87,8
39:45.4,180174,18010553,88,8
39:48.5,180174,18010553,88,8
39:49.8,180174,18010741,81,8
39:50.8,180174,18010741,81,8
39:53.0,180174,18010741,81,8
39:53.9,180174,18010741,81,8
39:55.5,180174,18010741,82,8
39:57.5,180174,18010741,82,8
39:58.5,180174,18010553,87,8
40:00.5,180174,18010741,82,8
40:01.8,180174,18010741,82,8
40:05.0,180174,18010741,82,8
40:11.2,180174,18010741,82,8
40:15.3,180174,18010553,87,8
40:16.3,180174,18010553,87,8
40:17.6,180174,18010553,87,8
40:19.5,180174,18010553,87,8
40:21.9,180174,18010741,81,8
40:23.8,180174,18010741,82,8
40:25.1,180174,18010741,82,8
40:26.1,180174,18010741,82,8
40:27.4,180174,18010553,87,8
40:29.5,180174,18010553,87,8
40:34.5,180174,18010553,87,8
40:35.5,180174,18010553,87,8
40:40.8,180174,18010553,87,8
40:43.7,180174,18010741,81,8
40:44.6,180174,18010741,82,8
40:50.6,180174,18010741,82,8
40:52.8,180174,18010553,87,8
40:53.7,180174,18010553,87,8
40:54.2,180174,18010553,87,8
40:55.5,180174,18010553,87,8
40:57.9,180174,18010553,87,8
40:58.6,180174,18010553,87,8
40:59.8,180174,18010553,87,8
41:03.1,180174,18010741,82,8
41:07.4,180174,18010741,82,8
41:09.8,180174,18010553,87,8
41:11.3,180174,18010553,87,8
41:12.5,180174,18010741,82,8
41:13.7,180174,18010741,82,8
41:14.3,180174,18010741,81,8
41:16.5,180174,18010741,82,8
41:17.2,180174,18010741,81,8
41:18.0,180174,18010741,82,8
41:19.1,180174,18010553,87,8
41:21.1,180174,18010741,82,8
41:24.1,180174,18010741,81,8
41:25.1,180174,18010741,81,8
41:26.4,180174,18010741,82,8
41:29.4,180174,18010741,81,8
41:32.7,180174,18010553,87,8
41:33.7,180174,18010553,87,8
41:35.7,180174,18010553,87,8
41:36.9,180174,18010553,87,8
41:41.0,180174,18010553,87,8
41:42.2,180174,18010553,87,8
41:43.2,180174,18010553,87,8
41:44.7,180174,18010553,86,8
41:46.0,180174,18010741,82,8
41:48.0,180174,18010741,82,8
41:50.4,180174,18010741,82,8
41:53.2,180174,18010741,82,8
41:54.1,180174,18010741,82,8
41:57.0,180174,18010553,87,8
42:01.0,180174,18010741,82,8
42:04.3,180174,18010553,88,8
42:13.3,180174,18010553,88,8
42:20.2,180174,18010553,88,8
42:21.2,180174,18010553,87,8
42:22.4,180174,18010741,82,8
42:25.8,180174,18010741,81,8
42:34.8,180174,18010741,82,8
42:38.4,180174,18010553,87,8
42:40.0,180174,18010741,82,8
42:40.8,180174,18010741,82,8
42:41.7,180174,18010741,81,8
42:48.8,180174,18010741,82,8
42:50.8,180174,18010741,82,8
42:51.3,180174,18010741,82,8
42:53.3,180174,18010553,88,8
42:58.4,180174,18010553,87,8
43:02.6,180174,18010741,83,8
43:03.6,180174,18010741,81,8
43:05.4,180174,18010741,82,8
43:07.3,180174,18010741,82,8
43:10.1,180174,18010553,88,8
43:12.1,180174,18010553,87,8
43:15.8,180174,18010553,87,8
43:19.9,180174,18010741,81,8
43:22.4,180174,18010741,81,8
43:24.4,180174,18010741,82,8
43:26.5,180174,18010553,87,8
43:28.8,180174,18010741,82,8
43:30.9,180174,18010804,96,8
43:32.8,180174,18010741,81,8
43:33.2,180174,18010741,81,8
43:35.1,180174,18010553,86,8
43:36.0,180174,18010553,87,8
43:39.0,180174,18010553,87,8
43:40.3,180174,18010553,87,8
43:44.1,180174,18010741,81,8
43:46.1,180174,18010553,87,8
43:49.1,180174,18010553,87,8
43:53.6,180174,18010553,87,8
44:01.9,180174,18010553,87,8
44:06.1,180174,18010741,82,8
44:09.1,180174,18010553,88,8
44:11.3,180174,18010741,82,8
44:12.1,180174,18010741,81,8
44:13.3,180174,18010553,87,8
44:14.7,180174,18010741,81,8
44:16.2,180174,18010553,87,8
44:17.5,180174,18010553,89,8
44:18.7,180174,18010741,82,8
44:19.6,180174,18010741,82,8
44:21.9,180174,18010741,82,8
44:24.7,180174,18010741,82,8
44:29.2,180174,18010741,81,8
44:32.1,180174,18010741,82,8
44:45.4,180174,18010741,81,8
44:47.4,180174,18010553,87,8
44:48.6,180174,18010741,82,8
44:53.5,180174,18010741,82,8
44:58.3,180174,18010741,81,8
45:03.2,180174,18010553,87,8
45:05.5,180174,18010553,87,8
45:08.5,180174,18010553,87,8
45:11.0,180174,18010741,81,8
45:14.3,180174,18010741,82,8
45:18.0,180174,18010741,82,8
45:20.3,180174,18010553,87,8
45:26.7,180174,18010741,82,8
45:27.9,180174,18010553,87,8
45:31.9,180174,18010553,87,8
45:33.1,180174,18010741,81,8
45:38.9,180174,18010553,87,8
45:41.9,180174,18010553,87,8
45:46.9,180174,18010741,82,8
45:49.4,180174,18010553,87,8
45:52.4,180174,18010741,82,8
45:54.2,180174,18010553,87,8
45:57.9,180174,18010741,82,8
46:05.5,180174,18010741,82,8
46:10.4,180174,18010741,81,8
46:12.8,180174,18010741,82,8
46:14.3,180174,18010741,81,8
46:16.8,180174,18010741,82,8
46:18.9,180174,18010741,81,8
46:19.6,180174,18010741,82,8
46:20.6,180174,18010804,98,8
46:24.8,180174,18010741,81,8
46:31.4,180174,18010741,81,8
46:32.4,180174,18010741,82,8
46:38.1,180174,18010741,81,8
46:40.4,180174,18010553,87,8
46:42.2,180174,18010741,82,8
46:48.7,180174,18010741,82,8
46:50.2,180174,18010553,87,8
46:52.4,180174,18010553,88,8
46:54.0,180174,18010553,87,8
46:58.7,180174,18010553,87,8
47:02.1,180174,18010553,87,8
47:03.5,180174,18010741,81,8
47:05.0,180174,18010553,87,8
47:07.0,180174,18010553,87,8
47:13.4,180174,18010553,87,8
47:14.3,180174,18010553,87,8
47:19.6,180174,18010741,81,8
47:20.9,180174,18010741,81,8
47:23.1,180174,18010741,82,8
47:24.2,180174,18010553,87,8
47:28.9,180174,18010553,87,8
47:32.2,180174,18010553,87,8
47:33.4,180174,18010553,87,8
47:35.6,180174,18010741,81,8
47:39.2,180174,18010741,82,8
47:47.5,180174,18010553,88,8
47:48.4,180174,18010741,81,8
47:52.0,180174,18010741,82,8
47:53.0,180174,18010741,82,8
47:56.3,180174,18010741,82,8
48:00.5,180174,18010553,87,8
