time,rid,tid,rssi,distance
01:25.0,180174,18010741,89,3
01:26.3,180174,18010553,89,3
01:27.2,180174,18010741,90,3
01:30.6,180174,18010741,89,3
01:31.1,180174,18010741,90,3
01:33.2,180174,18010553,88,3
01:35.3,180174,18010553,87,3
01:36.5,180174,18010741,91,3
01:38.5,180174,18010741,90,3
01:40.5,180174,18010553,89,3
01:41.0,180174,18010553,89,3
01:42.1,180174,18010741,90,3
01:43.0,180174,18010553,89,3
01:46.4,180174,18010553,89,3
01:48.7,180174,18010553,89,3
01:49.3,180174,18010553,89,3
01:50.5,180174,18010741,90,3
01:51.4,180174,18010553,88,3
01:53.7,180174,18010553,79,3
01:57.2,180174,18010741,89,3
01:59.2,180174,18010741,88,3
01:59.9,180174,18010741,90,3
02:01.8,180174,18010741,89,3
02:03.1,180174,18010741,89,3
02:04.1,180174,18010741,89,3
02:05.3,180174,18010741,90,3
02:06.3,180174,18010553,80,3
02:07.0,180174,18010553,79,3
02:08.2,180174,18010553,79,3
02:09.3,180174,18010553,80,3
02:12.6,180174,18010741,88,3
02:12.9,180174,18010553,79,3
02:16.2,180174,18010553,80,3
02:16.7,180174,18010741,89,3
02:17.9,180174,18010741,88,3
02:18.8,180174,18010741,89,3
02:22.2,180174,18010741,89,3
02:22.9,180174,18010741,89,3
02:24.8,180174,18010741,89,3
02:26.0,180174,18010553,80,3
02:26.9,180174,18010741,87,3
02:30.4,180174,18010741,86,3
02:31.0,180174,18010741,79,3
02:33.3,180174,18010741,87,3
02:34.5,180174,18010741,89,3
02:36.6,180174,18010553,79,3
02:38.5,180174,18010741,90,3
02:39.3,180174,18010741,89,3
02:41.1,180174,18010553,79,3
02:42.3,180174,18010553,79,3
02:44.6,180174,18010553,79,3
02:46.6,180174,18010741,89,3
02:47.2,180174,18010741,90,3
02:49.3,180174,18010553,79,3
02:50.5,180174,18010553,80,3
02:51.3,180174,18010741,89,3
02:54.8,180174,18010553,80,3
02:56.6,180174,18010553,79,3
02:57.5,180174,18010741,89,3
02:58.7,180174,18010741,89,3
02:59.8,180174,18010741,89,3
03:03.2,180174,18010553,79,3
03:03.9,180174,18010741,89,3
03:05.1,180174,18010741,89,3
03:06.0,180174,18010741,89,3
03:09.4,180174,18010553,79,3
03:11.3,180174,18010553,80,3
03:11.9,180174,18010553,80,3
03:13.1,180174,18010741,89,3
03:14.0,180174,18010553,79,3
03:17.5,180174,18010741,87,3
03:18.4,180174,18010553,79,3
03:20.3,180174,18010741,89,3
03:21.5,180174,18010553,79,3
03:23.5,180174,18010741,89,3
03:25.6,180174,18010553,79,3
03:26.0,180174,18010553,79,3
03:27.2,180174,18010741,89,3
03:29.3,180174,18010553,79,3
03:31.4,180174,18010741,88,3
03:31.9,180174,18010741,87,3
03:34.0,180174,18010741,88,3
03:35.2,180174,18010741,89,3
03:36.9,180174,18010553,79,3
03:39.0,180174,18010741,88,3
03:39.5,180174,18010741,89,3
03:40.7,180174,18010741,88,3
03:41.5,180174,18010741,89,3
03:44.7,180174,18010553,80,3
03:45.4,180174,18010553,79,3
03:47.3,180174,18010741,88,3
03:48.5,180174,18010553,79,3
03:50.3,180174,18010741,88,3
03:52.2,180174,18010553,79,3
03:52.7,180174,18010741,89,3
03:54.5,180174,18010553,79,3
03:55.8,180174,18010553,80,3
03:56.9,180174,18010741,89,3
04:00.3,180174,18010553,79,3
04:00.8,180174,18010553,79,3
04:02.0,180174,18010553,80,3
04:04.0,180174,18010553,79,3
04:05.9,180174,18010553,80,3
04:07.7,180174,18010741,89,3
04:08.4,180174,18010741,88,3
04:09.6,180174,18010741,89,3
04:11.5,180174,18010741,91,3
04:13.4,180174,18010553,89,3
04:13.9,180174,18010741,90,3
04:15.2,180174,18010553,89,3
04:15.9,180174,18010553,88,3
04:19.3,180174,18010741,90,3
04:21.3,180174,18010741,90,3
04:21.7,180174,18010741,90,3
04:23.7,180174,18010553,88,3
04:24.9,180174,18010741,82,3
04:25.8,180174,18010741,91,3
04:29.4,180174,18010741,91,3
04:30.1,180174,18010553,87,3
04:32.0,180174,18010553,86,3
04:33.3,180174,18010553,88,3
04:35.1,180174,18010741,89,3
04:36.9,180174,18010553,89,3
04:37.5,180174,18010553,88,3
04:39.4,180174,18010553,90,3
04:40.6,180174,18010741,90,3
04:41.4,180174,18010741,89,3
04:44.6,180174,18010553,89,3
04:45.3,180174,18010553,87,3
04:46.5,180174,18010741,91,3
04:47.5,180174,18010741,91,3
04:51.0,180174,18010741,89,3
04:51.7,180174,18010741,89,3
04:52.9,180174,18010741,89,3
04:55.0,180174,18010553,88,3
04:56.9,180174,18010553,89,3
04:57.4,180174,18010741,93,3
04:58.6,180174,18010553,86,3
04:59.6,180174,18010741,91,3
05:01.8,180174,18010553,87,3
05:03.9,180174,18010553,88,3
05:06.0,180174,18010553,87,3
05:07.2,180174,18010741,91,3
05:09.3,180174,18010553,87,3
05:11.2,180174,18010741,91,3
05:11.9,180174,18010553,87,3
05:13.7,180174,18010741,91,3
05:14.9,180174,18010741,89,3
05:16.9,180174,18010553,89,3
05:17.7,180174,18010553,88,3
05:18.9,180174,18010553,87,3
05:19.9,180174,18010741,90,3
05:23.2,180174,18010741,90,3
05:25.1,180174,18010553,87,3
05:25.7,180174,18010553,88,3
05:27.9,180174,18010553,87,3
05:29.1,180174,18010741,91,3
05:29.8,180174,18010553,88,3
05:34.2,180174,18010553,87,3
05:40.5,180174,18010741,91,3
05:44.4,180174,18010553,88,3
05:46.7,180174,18010741,91,3
05:47.7,180174,18010553,87,3
05:50.2,180174,18010553,88,3
05:54.3,180174,18010553,87,3
05:55.0,180174,18010553,88,3
05:57.3,180174,18010741,91,3
05:58.1,180174,18010741,94,3
05:59.1,180174,18010741,96,3
05:59.5,180174,18010553,87,3
06:00.7,180174,18010553,87,3
06:03.0,180174,18010741,91,3
06:05.4,180174,18010741,91,3
06:05.8,180174,18010741,91,3
06:07.9,180174,18010553,87,3
06:08.8,180174,18010553,87,3
06:11.7,180174,18010553,86,3
06:15.6,180174,18010553,87,3
06:18.5,180174,18010741,90,3
06:19.7,180174,18010553,88,3
06:22.3,180174,18010741,91,3
06:28.0,180174,18010741,91,3
06:29.3,180174,18010553,87,3
06:29.8,180174,18010553,88,3
06:30.6,180174,18010553,88,3
06:31.5,180174,18010741,90,3
06:32.3,180174,18010553,88,3
06:39.2,180174,18010553,88,3
06:41.2,180174,18010553,88,3
06:44.5,180174,18010741,91,3
06:45.2,180174,18010741,90,3
06:47.4,180174,18010741,91,3
06:50.9,180174,18010741,94,3
06:51.8,180174,18010741,91,3
06:52.8,180174,18010741,91,3
06:53.7,180174,18010741,89,3
06:54.9,180174,18010741,89,3
06:55.8,180174,18010741,90,3
06:59.1,180174,18010741,89,3
07:00.9,180174,18010741,89,3
07:02.9,180174,18010741,88,3
07:03.8,180174,18010553,88,3
07:04.6,180174,18010553,89,3
07:06.6,180174,18010741,89,3
07:07.8,180174,18010741,87,3
07:09.0,180174,18010741,89,3
07:09.9,180174,18010741,89,3
07:12.7,180174,18010741,89,3
07:13.7,180174,18010553,88,3
07:14.3,180174,18010741,90,3
07:16.6,180174,18010553,88,3
07:27.1,180174,18010741,89,3
07:28.3,180174,18010741,89,3
07:30.4,180174,18010741,89,3
07:39.0,180174,18010553,88,3
07:40.0,180174,18010741,89,3
07:42.4,180174,18010741,89,3
07:48.6,180174,18010553,88,3
07:54.9,180174,18010741,89,3
07:57.9,180174,18010553,90,3
08:02.5,180174,18010741,87,3
08:04.9,180174,18010741,88,3
08:06.1,180174,18010553,90,3
08:09.1,180174,18010741,89,3
08:10.0,180174,18010553,89,3
08:11.2,180174,18010553,89,3
08:11.8,180174,18010553,89,3
08:17.0,180174,18010741,88,3
08:20.0,180174,18010741,89,3
08:21.0,180174,18010741,89,3
08:21.8,180174,18010741,88,3
08:22.6,180174,18010741,91,3
08:23.0,180174,18010553,88,3
08:23.8,180174,18010553,89,3
08:27.7,180174,18010553,89,3
08:28.4,180174,18010741,90,3
08:29.1,180174,18010741,89,3
08:31.0,180174,18010741,91,3
08:32.2,180174,18010741,89,3
08:36.4,180174,18010553,89,3
08:40.6,180174,18010553,88,3
08:41.8,180174,18010741,89,3
08:43.0,180174,18010741,89,3
08:44.0,180174,18010741,88,3
08:45.2,180174,18010553,90,3
08:47.1,180174,18010553,89,3
08:49.4,180174,18010741,89,3
08:50.3,180174,18010741,89,3
08:55.5,180174,18010741,90,3
08:56.5,180174,18010553,89,3
09:01.4,180174,18010553,89,3
09:02.7,180174,18010553,89,3
09:03.1,180174,18010741,87,3
09:04.3,180174,18010741,89,3
09:05.5,180174,18010553,89,3
09:07.8,180174,18010741,89,3
09:10.2,180174,18010741,90,3
09:11.9,180174,18010741,90,3
09:15.8,180174,18010553,87,3
09:17.7,180174,18010553,88,3
09:20.1,180174,18010741,89,3
09:21.1,180174,18010741,88,3
09:22.0,180174,18010741,90,3
09:22.6,180174,18010741,91,3
09:23.4,180174,18010741,90,3
09:24.2,180174,18010553,88,3
09:25.1,180174,18010553,87,3
09:25.9,180174,18010741,91,3
09:28.1,180174,18010741,90,3
09:30.5,180174,18010553,88,3
09:33.8,180174,18010553,88,3
09:35.0,180174,18010741,89,3
09:35.9,180174,18010741,89,3
09:36.5,180174,18010741,89,3
09:38.5,180174,18010741,89,3
09:39.7,180174,18010553,88,3
09:44.0,180174,18010553,87,3
09:49.2,180174,18010741,91,3
09:51.0,180174,18010553,87,3
09:52.2,180174,18010553,87,3
09:57.3,180174,18010741,89,3
09:58.2,180174,18010553,87,3
10:00.1,180174,18010553,87,3
10:03.3,180174,18010553,88,3
10:06.4,180174,18010741,91,3
10:07.6,180174,18010741,91,3
10:11.1,180174,18010553,88,3
10:15.9,180174,18010553,89,3
10:16.9,180174,18010553,88,3
10:19.4,180174,18010553,87,3
10:19.9,180174,18010741,89,3
10:20.6,180174,18010553,89,3
10:21.8,180174,18010553,84,3
10:22.4,180174,18010553,90,3
10:24.4,180174,18010553,77,3
10:25.7,180174,18010553,75,3
10:27.7,180174,18010741,90,3
10:28.9,180174,18010741,90,3
10:35.9,180174,18010553,88,3
10:39.3,180174,18010553,87,3
10:42.4,180174,18010553,87,3
10:48.2,180174,18010553,87,3
10:50.6,180174,18010553,88,3
10:53.7,180174,18010741,90,3
10:55.5,180174,18010741,91,3
10:57.9,180174,18010553,89,3
11:02.4,180174,18010553,87,3
11:03.3,180174,18010553,88,3
11:04.0,180174,18010741,90,3
11:09.0,180174,18010741,90,3
11:09.7,180174,18010553,88,3
11:15.8,180174,18010553,88,3
11:19.3,180174,18010741,91,3
11:21.1,180174,18010741,91,3
11:22.1,180174,18010741,91,3
11:22.9,180174,18010553,89,3
11:29.1,180174,18010741,89,3
11:30.0,180174,18010553,89,3
11:31.2,180174,18010741,88,3
11:32.2,180174,18010741,83,3
11:34.1,180174,18010741,89,3
11:36.5,180174,18010741,89,3
11:40.1,180174,18010553,88,3
11:45.8,180174,18010741,89,3
11:46.7,180174,18010741,91,3
11:48.4,180174,18010553,87,3
11:54.9,180174,18010553,89,3
11:57.1,180174,18010553,86,3
11:59.0,180174,18010741,90,3
12:01.9,180174,18010741,90,3
12:04.9,180174,18010741,90,3
12:17.3,180174,18010553,89,3
12:21.0,180174,18010553,87,3
12:23.3,180174,18010553,88,3
12:32.4,180174,18010741,90,3
12:33.6,180174,18010741,90,3
12:37.6,180174,18010553,88,3
12:41.7,180174,18010553,88,3
12:43.7,180174,18010553,89,3
12:46.4,180174,18010741,91,3
12:48.8,180174,18010741,89,3
12:51.0,180174,18010741,89,3
12:55.6,180174,18010741,90,3
12:59.3,180174,18010553,87,3
13:07.3,180174,18010741,89,3
13:09.1,180174,18010741,91,3
13:13.1,180174,18010553,87,3
13:14.4,180174,18010553,88,3
13:24.9,180174,18010553,90,3
13:26.2,180174,18010741,87,3
13:30.2,180174,18010741,88,3
13:34.5,180174,18010553,91,3
13:42.7,180174,18010741,87,3
13:43.5,180174,18010741,87,3
13:48.6,180174,18010553,90,3
13:53.9,180174,18010741,87,3
14:05.2,180174,18010741,88,3
14:10.2,180174,18010553,91,3
14:16.2,180174,18010741,87,3
14:31.0,180174,18010553,91,3
14:35.8,180174,18010553,91,3
14:39.6,180174,18010741,89,3
14:41.1,180174,18010553,89,3
14:44.3,180174,18010741,88,3
14:55.9,180174,18010553,90,3
14:59.7,180174,18010741,87,3
15:01.7,180174,18010741,87,3
15:02.7,180174,18010741,87,3
15:05.2,180174,18010741,88,3
15:07.2,180174,18010741,88,3
15:09.5,180174,18010741,87,3
15:15.3,180174,18010553,90,3
15:18.7,180174,18010553,90,3
15:33.4,180174,18010741,87,3
15:34.3,180174,18010741,88,3
15:37.1,180174,18010741,87,3
15:56.5,180174,18010741,87,3
15:58.6,180174,18010741,87,3
16:03.5,180174,18010741,87,3
16:14.8,180174,18010741,87,3
16:17.6,180174,18010741,87,3
16:18.6,180174,18010741,87,3
16:25.1,180174,18010553,90,3
16:30.3,180174,18010553,91,3
16:32.4,180174,18010553,90,3
16:33.7,180174,18010553,89,3
16:37.2,180174,18010741,87,3
16:45.5,180174,18010553,89,3
16:48.5,180174,18010553,91,3
16:52.0,180174,18010553,91,3
16:54.0,180174,18010741,87,3
16:56.8,180174,18010741,87,3
16:59.3,180174,18010741,87,3
17:02.1,180174,18010741,87,3
17:05.0,180174,18010553,91,3
17:06.8,180174,18010741,88,3
17:12.6,180174,18010553,90,3
17:16.3,180174,18010553,91,3
17:22.4,180174,18010741,87,3
17:28.4,180174,18010741,88,3
17:31.4,180174,18010741,87,3
17:33.9,180174,18010553,91,3
17:43.2,180174,18010553,91,3
17:46.3,180174,18010553,90,3
17:48.8,180174,18010553,91,3
17:50.8,180174,18010741,87,3
17:57.1,180174,18010741,88,3
17:59.8,180174,18010741,87,3
18:03.8,180174,18010553,89,3
18:05.6,180174,18010553,90,3
18:09.4,180174,18010741,88,3
18:14.6,180174,18010741,89,3
18:15.9,180174,18010553,88,3
18:17.7,180174,18010553,89,3
18:20.9,180174,18010741,89,3
18:27.7,180174,18010553,89,3
18:30.2,180174,18010553,89,3
18:35.0,180174,18010741,89,3
18:37.0,180174,18010741,91,3
18:48.5,180174,18010553,89,3
18:54.1,180174,18010741,90,3
18:56.1,180174,18010741,89,3
19:00.3,180174,18010741,89,3
19:04.9,180174,18010553,89,3
19:12.4,180174,18010553,89,3
19:19.5,180174,18010553,88,3
19:34.0,180174,18010553,89,3
19:37.7,180174,18010553,89,3
19:44.9,180174,18010553,89,3
19:48.1,180174,18010741,90,3
20:02.9,180174,18010553,90,3
20:05.9,180174,18010741,89,3
20:08.9,180174,18010741,91,3
20:15.2,180174,18010741,89,3
20:17.5,180174,18010553,90,3
20:18.7,180174,18010553,89,3
20:28.3,180174,18010741,90,3
20:29.3,180174,18010741,89,3
20:30.8,180174,18010741,89,3
20:32.8,180174,18010553,89,3
20:46.6,180174,18010741,91,3
20:53.9,180174,18010553,90,3
20:56.9,180174,18010741,89,3
21:01.1,180174,18010741,89,3
21:03.9,180174,18010741,91,3
21:07.9,180174,18010553,88,3
21:09.9,180174,18010741,92,3
21:17.0,180174,18010553,88,3
21:20.0,180174,18010553,89,3
21:33.6,180174,18010553,89,3
21:39.7,180174,18010741,91,3
21:43.4,180174,18010741,90,3
21:52.5,180174,18010741,91,3
21:55.7,180174,18010741,89,3
21:57.2,180174,18010741,91,3
22:02.3,180174,18010741,89,3
22:03.8,180174,18010553,89,3
22:12.8,180174,18010553,89,3
22:25.1,180174,18010741,91,3
22:27.9,180174,18010741,94,3
22:29.9,180174,18010553,88,3
22:32.9,180174,18010553,89,3
22:36.3,180174,18010741,94,3
22:42.2,180174,18010553,89,3
22:44.0,180174,18010741,94,3
22:47.7,180174,18010553,87,3
22:56.3,180174,18010741,92,3
23:00.0,180174,18010741,94,3
23:06.1,180174,18010741,92,3
23:07.1,180174,18010741,94,3
23:10.1,180174,18010741,93,3
23:13.4,180174,18010553,86,3
23:14.6,180174,18010553,87,3
23:20.2,180174,18010553,92,3
23:25.2,180174,18010741,88,3
23:27.4,180174,18010741,88,3
23:28.7,180174,18010741,89,3
23:35.8,180174,18010553,88,3
23:42.0,180174,18010553,89,3
23:43.5,180174,18010553,89,3
23:44.5,180174,18010553,90,3
23:47.6,180174,18010741,90,3
23:49.0,180174,18010741,89,3
23:56.3,180174,18010553,89,3
24:00.6,180174,18010553,89,3
24:03.1,180174,18010741,89,3
24:04.4,180174,18010741,90,3
24:07.0,180174,18010553,88,3
24:09.4,180174,18010553,90,3
24:20.2,180174,18010741,89,3
25:12.7,180174,18010741,88,4
25:13.6,180174,18010553,89,4
25:15.7,180174,18010553,90,4
25:16.9,180174,18010741,89,4
25:19.0,180174,18010741,89,4
25:21.1,180174,18010553,89,4
25:21.8,180174,18010553,89,4
25:23.0,180174,18010741,89,4
25:23.8,180174,18010553,89,4
25:26.1,180174,18010741,90,4
25:28.2,180174,18010553,89,4
25:29.4,180174,18010553,86,4
25:30.3,180174,18010741,78,4
25:33.5,180174,18010741,79,4
25:34.0,180174,18010741,84,4
25:35.9,180174,18010741,92,4
25:37.2,180174,18010553,79,4
25:39.1,180174,18010741,87,4
25:41.2,180174,18010553,80,4
25:41.9,180174,18010553,80,4
25:44.3,180174,18010553,80,4
25:54.0,180174,18010741,89,4
25:55.5,180174,18010553,80,4
25:56.3,180174,18010741,89,4
25:57.8,180174,18010741,90,4
25:59.1,180174,18010741,90,4
26:02.1,180174,18010741,86,4
26:02.7,180174,18010741,87,4
26:06.1,180174,18010553,79,4
26:08.0,180174,18010553,80,4
26:11.7,180174,18010741,87,4
26:12.5,180174,18010741,87,4
26:16.4,180174,18010741,88,4
26:21.6,180174,18010553,79,4
26:23.5,180174,18010553,79,4
26:24.5,180174,18010741,86,4
26:25.7,180174,18010741,87,4
26:26.2,180174,18010741,88,4
26:27.4,180174,18010741,87,4
26:28.5,180174,18010741,87,4
26:30.2,180174,18010741,87,4
26:31.5,180174,18010741,87,4
26:36.1,180174,18010553,80,4
26:38.6,180174,18010741,88,4
26:39.1,180174,18010553,79,4
26:42.7,180174,18010741,87,4
26:44.9,180174,18010741,87,4
26:49.2,180174,18010553,80,4
26:52.6,180174,18010553,79,4
26:53.5,180174,18010741,87,4
26:55.3,180174,18010741,89,4
26:57.0,180174,18010553,80,4
26:58.0,180174,18010553,80,4
26:58.8,180174,18010553,79,4
26:59.2,180174,18010553,80,4
27:00.1,180174,18010553,80,4
27:04.9,180174,18010553,80,4
27:09.8,180174,18010741,87,4
27:11.6,180174,18010553,80,4
27:14.8,180174,18010553,80,4
27:20.1,180174,18010741,87,4
27:23.0,180174,18010553,80,4
27:29.6,180174,18010553,80,4
27:35.1,180174,18010741,87,4
27:36.4,180174,18010553,80,4
27:41.9,180174,18010741,87,4
27:42.7,180174,18010741,88,4
27:45.8,180174,18010741,88,4
27:50.9,180174,18010553,80,4
27:54.3,180174,18010553,80,4
27:55.1,180174,18010553,80,4
27:57.9,180174,18010553,80,4
28:04.3,180174,18010741,88,4
28:06.3,180174,18010553,80,4
28:10.0,180174,18010553,79,4
28:12.2,180174,18010741,88,4
28:13.1,180174,18010741,88,4
28:14.3,180174,18010741,88,4
28:17.3,180174,18010741,87,4
28:18.0,180174,18010741,88,4
28:20.2,180174,18010553,80,4
28:22.8,180174,18010553,80,4
28:28.8,180174,18010804,97,4
28:30.6,180174,18010553,80,4
28:32.4,180174,18010741,87,4
28:34.2,180174,18010741,88,4
28:36.1,180174,18010741,90,4
28:43.1,180174,18010741,89,4
28:46.6,180174,18010741,87,4
28:49.7,180174,18010553,80,4
28:56.7,180174,18010741,89,4
28:59.2,180174,18010553,80,4
29:00.2,180174,18010553,80,4
29:06.0,180174,18010741,87,4
29:07.2,180174,18010553,80,4
29:09.7,180174,18010553,80,4
29:11.3,180174,18010553,80,4
29:12.3,180174,18010553,80,4
29:13.3,180174,18010553,80,4
29:17.7,180174,18010553,80,4
29:22.8,180174,18010553,80,4
29:26.6,180174,18010553,84,4
29:29.6,180174,18010741,84,4
29:31.7,180174,18010741,85,4
29:39.3,180174,18010553,80,4
29:41.1,180174,18010553,80,4
29:51.6,180174,18010741,88,4
29:53.0,180174,18010741,89,4
30:03.4,180174,18010741,88,4
30:04.3,180174,18010741,87,4
30:06.9,180174,18010553,80,4
30:07.8,180174,18010553,80,4
30:09.8,180174,18010741,87,4
30:12.1,180174,18010741,87,4
30:14.6,180174,18010741,85,4
30:16.4,180174,18010741,85,4
30:17.6,180174,18010741,87,4
30:18.6,180174,18010741,87,4
30:20.9,180174,18010741,88,4
30:22.9,180174,18010553,80,4
30:24.9,180174,18010553,80,4
30:31.5,180174,18010553,81,4
30:33.4,180174,18010553,80,4
30:34.7,180174,18010553,80,4
30:37.0,180174,18010741,89,4
30:41.5,180174,18010553,80,4
30:45.7,180174,18010553,80,4
30:48.6,180174,18010553,80,4
30:57.1,180174,18010553,80,4
30:58.3,180174,18010553,80,4
31:02.6,180174,18010553,80,4
31:04.1,180174,18010741,87,4
31:06.8,180174,18010553,80,4
31:08.7,180174,18010553,80,4
31:11.1,180174,18010741,87,4
31:14.4,180174,18010741,87,4
31:16.4,180174,18010553,80,4
31:19.1,180174,18010553,80,4
31:28.2,180174,18010553,80,4
31:30.9,180174,18010553,80,4
31:32.5,180174,18010741,88,4
31:38.0,180174,18010741,87,4
31:43.2,180174,18010553,80,4
31:45.2,180174,18010553,80,4
31:47.5,180174,18010553,79,4
31:54.6,180174,18010553,80,4
31:56.8,180174,18010741,87,4
31:58.3,180174,18010741,88,4
32:00.3,180174,18010741,89,4
32:02.3,180174,18010741,89,4
32:06.9,180174,18010553,80,4
32:08.4,180174,18010553,80,4
32:10.7,180174,18010553,80,4
32:11.6,180174,18010553,80,4
32:14.1,180174,18010553,80,4
32:14.5,180174,18010553,80,4
32:15.4,180174,18010553,80,4
32:19.7,180174,18010741,88,4
32:20.7,180174,18010741,89,4
32:28.1,180174,18010741,88,4
32:29.4,180174,18010741,87,4
32:31.2,180174,18010741,89,4
32:34.0,180174,18010741,88,4
32:36.4,180174,18010553,79,4
32:37.7,180174,18010553,80,4
32:43.1,180174,18010741,88,4
32:47.8,180174,18010553,80,4
32:54.3,180174,18010553,80,4
33:03.4,180174,18010553,80,4
33:05.3,180174,18010553,80,4
33:06.6,180174,18010553,80,4
33:09.1,180174,18010741,89,4
33:10.3,180174,18010553,80,4
33:12.1,180174,18010553,80,4
33:13.2,180174,18010741,89,4
33:16.2,180174,18010741,88,4
33:19.4,180174,18010553,81,4
33:23.7,180174,18010741,88,4
33:25.9,180174,18010741,87,4
33:27.3,180174,18010553,80,4
33:28.6,180174,18010741,87,4
33:30.5,180174,18010741,87,4
33:31.7,180174,18010553,80,4
33:36.7,180174,18010553,81,4
33:38.8,180174,18010553,80,4
33:39.7,180174,18010553,80,4
33:45.0,180174,18010741,87,4
33:48.0,180174,18010553,80,4
33:51.3,180174,18010553,80,4
33:53.6,180174,18010553,80,4
33:56.5,180174,18010553,80,4
33:57.1,180174,18010553,80,4
33:59.8,180174,18010553,80,4
34:00.8,180174,18010553,79,4
34:02.3,180174,18010553,80,4
34:04.3,180174,18010741,87,4
34:06.3,180174,18010741,88,4
34:09.4,180174,18010741,88,4
34:10.1,180174,18010553,80,4
34:12.6,180174,18010553,80,4
34:14.1,180174,18010553,81,4
34:20.2,180174,18010741,87,4
34:22.4,180174,18010741,87,4
34:30.2,180174,18010553,80,4
34:34.3,180174,18010553,80,4
34:39.8,180174,18010553,80,4
34:51.6,180174,18010741,87,4
35:01.2,180174,18010741,88,4
35:05.3,180174,18010553,81,4
35:07.6,180174,18010741,88,4
35:09.5,180174,18010741,87,4
35:10.7,180174,18010553,82,4
35:13.0,180174,18010553,80,4
35:14.2,180174,18010553,80,4
35:16.5,180174,18010553,80,4
35:17.2,180174,18010553,78,4
35:21.0,180174,18010741,85,4
35:26.3,180174,18010553,80,4
35:27.6,180174,18010553,81,4
35:28.4,180174,18010553,82,4
35:30.1,180174,18010553,78,4
35:31.2,180174,18010553,80,4
35:32.5,180174,18010741,83,4
35:34.2,180174,18010741,80,4
35:35.2,180174,18010741,80,4
35:39.8,180174,18010553,74,4
35:42.8,180174,18010553,73,4
35:44.1,180174,18010553,72,4
35:46.2,180174,18010553,72,4
36:22.9,180174,18010741,92,5
36:23.6,180174,18010553,73,5
36:25.5,180174,18010553,73,5
36:26.8,180174,18010553,74,5
36:27.6,180174,18010553,73,5
36:30.9,180174,18010553,74,5
36:31.6,180174,18010741,93,5
36:33.5,180174,18010553,74,5
36:34.7,180174,18010553,74,5
36:36.8,180174,18010553,74,5
36:38.6,180174,18010741,89,5
36:39.3,180174,18010553,74,5
36:40.5,180174,18010741,87,5
36:42.3,180174,18010741,91,5
36:43.0,180174,18010741,92,5
36:45.1,180174,18010553,74,5
36:47.3,180174,18010553,74,5
36:49.4,180174,18010741,91,5
36:50.7,180174,18010553,74,5
36:53.5,180174,18010553,75,5
36:56.5,180174,18010553,74,5
37:05.3,180174,18010553,75,5
37:06.5,180174,18010553,74,5
37:17.1,180174,18010553,74,5
37:20.8,180174,18010553,74,5
37:22.1,180174,18010553,74,5
37:32.6,180174,18010553,74,5
37:39.7,180174,18010553,74,5
37:46.4,180174,18010553,74,5
37:54.2,180174,18010553,74,5
37:57.2,180174,18010553,74,5
37:58.2,180174,18010741,91,5
38:04.8,180174,18010741,92,5
38:10.1,180174,18010553,73,5
38:11.3,180174,18010553,74,5
38:12.4,180174,18010553,74,5
38:23.7,180174,18010553,74,5
38:26.1,180174,18010741,90,5
38:28.8,180174,18010741,91,5
38:34.4,180174,18010553,73,5
38:38.2,180174,18010553,73,5
38:45.3,180174,18010741,89,5
38:48.7,180174,18010553,74,5
38:50.3,180174,18010553,74,5
39:01.1,180174,18010553,74,5
39:03.1,180174,18010553,74,5
39:05.9,180174,18010553,73,5
39:07.1,180174,18010553,74,5
39:09.1,180174,18010553,73,5
39:10.6,180174,18010553,74,5
39:12.6,180174,18010741,91,5
39:14.6,180174,18010741,92,5
39:20.7,180174,18010741,91,5
39:22.7,180174,18010741,89,5
39:24.7,180174,18010553,74,5
39:33.0,180174,18010741,90,5
39:39.8,180174,18010553,74,5
39:41.1,180174,18010553,74,5
39:43.6,180174,18010741,91,5
39:46.4,180174,18010553,74,5
39:56.9,180174,18010553,74,5
40:04.3,180174,18010741,93,5
40:12.2,180174,18010553,74,5
40:16.6,180174,18010741,94,5
40:22.8,180174,18010553,73,5
40:26.8,180174,18010741,92,5
40:27.8,180174,18010741,93,5
40:29.3,180174,18010741,93,5
40:33.7,180174,18010741,94,5
40:34.6,180174,18010553,74,5
40:35.9,180174,18010553,74,5
40:39.1,180174,18010553,73,5
40:41.6,180174,18010553,73,5
40:44.9,180174,18010741,92,5
40:46.9,180174,18010741,93,5
40:51.0,180174,18010741,93,5
40:53.5,180174,18010553,74,5
41:00.0,180174,18010553,73,5
41:02.5,180174,18010553,73,5
41:04.8,180174,18010553,74,5
41:09.8,180174,18010553,74,5
41:11.9,180174,18010741,93,5
41:20.8,180174,18010553,74,5
41:25.8,180174,18010553,74,5
41:37.6,180174,18010553,75,5
41:45.9,180174,18010741,91,5
41:47.9,180174,18010741,94,5
41:49.4,180174,18010553,74,5
41:51.4,180174,18010741,94,5
41:52.4,180174,18010741,93,5
42:03.3,180174,18010553,74,5
42:04.5,180174,18010553,74,5
42:07.6,180174,18010553,73,5
42:12.8,180174,18010741,91,5
42:14.3,180174,18010741,94,5
42:17.3,180174,18010553,74,5
42:20.3,180174,18010741,92,5
42:29.9,180174,18010553,74,5
42:31.4,180174,18010553,74,5
42:33.1,180174,18010553,73,5
42:37.4,180174,18010553,73,5
42:41.4,180174,18010553,74,5
42:52.5,180174,18010553,74,5
